order_id,customer_name,email,product_category,product_name,quantity,unit_price,discount,payment_method,order_status,order_date,delivery_date,rating,region
ORD-0216,jose soriano,JOSE.SORIANO@GMAIL.COM,Beauty,Sunscreen SPF50,5,450.0,0.1,GCash,Deliverd,2024-08-14,2024-08-20,1,Mindanao
ORD-0473,Christine Dela Rosa,christine.delarosa@yahoo.com,Beauty,Sunscreen SPF50,3,450.0,0.2,Debit Card,Delivered,2024-03-16,2024-03-25,2,luzon
ORD-0620,Ronald Espiritu,ronald.espiritu@gmail.com,Food & Grocery,Instant Noodles,694,15.0,0.15,gcash,shipped,2024-07-06,2024-07-15,4,luzon
ORD-0543,LENA LIM,lena.lim@yahoo.com,Electronics,Smart Watch,3,5999.0,0.1,gcash,DELIVERED,2024-07-01,2024-07-10,1,VISAYAS
ORD-0884,Maria Aquino,maria.aquino@gmail.com,Electronics,Bluetooth Speaker,1,3200.0,0.15,G-Cash,CANCELLED,2024-01-06,,,luzon
ORD-0326,sammy manalo,sammy.manalo@yahoo.com,Beauty,Sunscreen SPF50,1,450.0,0.15,Credit Card,Deliverd,2024-08-09,2024-08-16,5,Mindanao
ORD-0030,Sammy Bautista,SAMMY.BAUTISTA@GMAIL.COM,Beauty,Moisturizer,5,550.0,0.15,GCash,delivered,2024-07-26,2024-08-01,3,visayas
ORD-0869,JENNY LIM,JENNY.LIM@GMAIL.COM,Clothing,Dress,2,1200.0,0.15,Gcash,Delivered,2024-04-13,2024-04-19,4,mindanao
ORD-0779,Eleanor Macaraeg,eleanor.macaraeg@yahoo.com,Home & Living,Bed Sheets,5,650.0,0.1,credit card,Deliverd,2024-02-24,2024-02-29,3,Luzon
ORD-0320,juan magsaysay,juan.magsaysay@yahoo.com,Beauty,Face Wash,4,320.0,,GCash,delivered,2024-08-29,2024-09-06,5,MINDANAO
ORD-0646,Victor Ramos,victor.ramos@gmail.com,Beauty,Sunscreen SPF50,4,450.0,,GCash,delivered,2024-04-26,2024-05-04,4,mindanao
ORD-0009,Marco Padilla,marco.padilla@gmail.com,Food & Grocery,Canned Goods,2,1855.59,0.0,gcash,delivered,2024-05-22,2024-06-01,2,MINDANAO
ORD-0726,Jose Garcia,jose.garcia@outlook.com,Beauty,Lip Tint,4,199.0,0.15,GCash,delivered,2024-01-14,2024-01-17,5,Visayas
ORD-0010,Carla Magsaysay,carla.magsaysay@gmail.com,Home & Living,Bed Sheets,4,650.0,,COD,delivered,2024-04-07,2024-04-17,2,visayas
ORD-0272,Jasmine Santos,jasmine.santos@gmail.com,Clothing,Running Shoes,2,2500.0,0.0,Credit Card,Delivered,2024-09-11,2024-09-17,1,visayas
ORD-0732,Sheila Macaraeg,sheila.macaraeg@gmail.com,Food & Grocery,Canned Goods,2,45.0,0.1,GCash,DELIVERED,2024-08-19,2024-08-22,5,mindanao
ORD-0848,Dennis Tolentino,dennis.tolentino@gmail.com,Electronics,Phone Case,2,,,debit card,delivered,2024-10-17,2024-10-21,2,visayas
ORD-0108,Melissa Corpus,melissa.corpus@outlook.com,Beauty,Serum,3,780.0,0.0,COD,Deliverd,2024-04-28,2024-05-02,3,MINDANAO
ORD-0136,Noel Aquino,noel.aquino@outlook.com,Beauty,Face Wash,2,320.0,0.15,Cash on Delivery,CANCELLED,2024-04-29,,,LUZON
ORD-0402,Patricia Magsaysay,PATRICIA.MAGSAYSAY@YAHOO.COM,Home & Living,Air Purifier,2,8500.0,0.0,gcash,cancelled,2024-10-22,,,visayas
ORD-0416,kevin villanueva,kevin.villanueva@outlook.com,Home & Living,Rice Cooker,1,899.0,0.2,Credit card,Deliverd,2024-01-04,2024-01-09,3,visayas
ORD-0484,Noel Uy,noel.uy@yahoo.com,Clothing,Socks Pack,2,150.0,0.1,CreditCard,Deliverd,2024-02-04,2024-02-14,4,MINDANAO
ORD-0719,Nina Gutierrez,NINA.GUTIERREZ@OUTLOOK.COM,Home & Living,Electric Fan,5,1500.0,0.0,G-Cash,delivered,2024-07-29,2024-08-08,5,LUZON
ORD-0772,ronald santos,ronald.santos@gmail.com,Food & Grocery,Coffee Pack,1,85.0,0.0,Debit Card,Deliverd,2024-02-17,2024-02-21,2,Mindanao
ORD-0762,Patricia Villanueva,patricia.villanueva@outlook.com,Beauty,Moisturizer,5,550.0,0.05,Credit card,Canceled,2024-05-29,,,Luzon
ORD-0614,Marco Santiago,marco.santiago@outlook.com,Clothing,Polo Shirt,3,550.0,0.15,Debit Card,Cancelled,2024-12-21,,,Mindanao
ORD-0634,Alan Ramos,alan.ramos@gmail.com,Home & Living,Picture Frame,4,220.0,0.15,DebitCard,Deliverd,2024-04-01,2024-04-09,5,LUZON
ORD-0600,Kevin Villanueva,kevin.villanueva@outlook.com,Clothing,Dress,2,1200.0,,GCash,DELIVERED,2024-02-25,2024-03-04,2,Luzon
ORD-0430,carlo dizon,carlo.dizon@gmail.com,Electronics,Smart Watch,3,5999.0,0.05,Debit Card,DELIVERED,2024-09-02,2024-09-07,,mindanao
ORD-0701,Sarah Aguilar,sarah.aguilar@gmail.com,Beauty,Serum,2,780.0,0.2,Gcash,Delivered,2024-04-28,2024-05-04,1,mindanao
ORD-0091,JENNY DOMINGO,jenny.domingo@outlook.com,Home & Living,Air Purifier,4,8500.0,0.15,Credit card,delivered,2024-02-27,2024-03-06,2,mindanao
ORD-0903,Mark Navarro,MARK.NAVARRO@GMAIL.COM,Electronics,Bluetooth Speaker,2,3200.0,0.05,Credit Card,RETURNED,2024-04-24,,3,VISAYAS
ORD-0838,Gina Castillo,gina.castillo@yahoo.com,Electronics,Power Bank,2,799.0,0.05,CreditCard,Delivered,2024-02-05,2024-02-08,1,mindanao
ORD-0189,Tina Tolentino,tina.tolentino@gmail.com,Food & Grocery,Canned Goods,4,45.0,0.15,COD,Cancelled,2024-07-22,,,Mindanao
ORD-0861,Rachel Corpus,rachel.corpus@gmail.com,Clothing,Running Shoes,2,2500.0,0.1,Credit card,Delivered,2024-11-03,2024-11-08,5,Visayas
ORD-0775,Alan Santos,alan.santos@outlook.com,Home & Living,Rice Cooker,5,899.0,0.05,Debit Card,delivered,2024-12-24,2025-01-01,3,LUZON
ORD-0871,Sheila Ocampo,sheila.ocampo@yahoo.com,Clothing,Socks Pack,5,150.0,0.1,G-Cash,DELIVERED,2024-04-06,2024-04-09,5,MINDANAO
ORD-0588,ronald manalo,ronald.manalo@gmail.com,Electronics,Smart Watch,1,5999.0,0.1,debit card,DELIVERED,2024-11-27,2024-12-07,4,Mindanao
ORD-0637,Ramon Gutierrez,ramon.gutierrez@outlook.com,Electronics,Smart Watch,3,5999.0,0.15,Gcash,delivered,2024-04-27,2024-05-07,1,LUZON
ORD-0615,Christine Macapagal,christine.macapagal@outlook.com,Clothing,Polo Shirt,4,,0.05,debit card,RETURNED,2024-11-17,,1,Luzon
ORD-0625,dennis garcia,dennis.garcia@yahoo.com,Electronics,Smart Watch,4,5999.0,,gcash,Delivered,2024-10-18,2024-10-25,3,mindanao
ORD-0843,Tina Medina,tina.medina@yahoo.com,Electronics,Laptop Stand,5,850.0,0.1,DebitCard,Delivered,2024-10-07,2024-10-16,5,MINDANAO
ORD-0927,Ronald Macapagal,ronald.macapagal@gmail.com,Food & Grocery,Instant Noodles,3,15.0,0.15,credit card,Delivered,2024-11-17,2024-11-25,5,LUZON
ORD-0304,victor ocampo,victor.ocampo@gmail.com,Electronics,Laptop Stand,4,850.0,,CreditCard,Deliverd,2024-08-08,2024-08-13,3,Visayas
ORD-0852,Eddie Manalo,eddie.manalo@yahoo.com,Clothing,Socks Pack,3,150.0,0.05,gcash,Returned,2024-04-25,,2,Luzon
ORD-0583,Carlo Fernandez,carlo.fernandez@outlook.com,Food & Grocery,Cooking Oil,2,120.0,0.15,debit card,CANCELLED,2024-03-10,,,VISAYAS
ORD-0892,TRISHA DELA CRUZ,TRISHA.DELACRUZ@GMAIL.COM,Home & Living,Picture Frame,4,220.0,0.0,COD,Canceled,2024-05-11,,,luzon
ORD-0154,Ben Aquino,ben.aquino@yahoo.com,Beauty,Serum,1,780.0,0.15,COD,Returned,2024-02-03,,3,Visayas
ORD-0662,Felix Fajardo,felix.fajardo@outlook.com,Food & Grocery,Canned Goods,4,45.0,0.15,DebitCard,Deliverd,2024-08-11,2024-08-20,3,Luzon
ORD-0648,mark mendoza,mark.mendoza@gmail.com,Clothing,Polo Shirt,1,550.0,0.0,cod,Shipped,2024-12-23,2024-12-30,3,luzon
ORD-0783,Lena Corpus,lena.corpus@yahoo.com,Food & Grocery,Coffee Pack,2,85.0,,Cash on Delivery,shipped,2024-02-21,2024-02-28,3,Luzon
ORD-0068,sarah domingo,sarah.domingo@gmail.com,Food & Grocery,Coffee Pack,4,85.0,0.15,G-Cash,Deliverd,2024-09-14,2024-09-22,2,luzon
ORD-0531,tony gutierrez,TONY.GUTIERREZ@YAHOO.COM,Beauty,Sunscreen SPF50,3,450.0,0.15,gcash,DELIVERED,2024-03-01,2024-03-09,4,Mindanao
ORD-0963,Tony Ocampo,tony.ocampo@yahoo.com,Beauty,Face Wash,3,320.0,0.1,Credit Card,RETURNED,2024-05-21,,5,Mindanao
ORD-0526,rosa flores,rosa.flores@yahoo.com,Home & Living,Rice Cooker,1,899.0,0.15,Cash on Delivery,Returned,2024-05-03,,5,VISAYAS
ORD-0032,Mia dela Cruz,mia.delacruz@gmail.com,Food & Grocery,Rice 5kg,2,250.0,0.0,Cash on Delivery,Canceled,2024-06-23,,,visayas
ORD-0857,Mia Medina,mia.medina@gmail.com,Beauty,Face Wash,4,320.0,,G-Cash,returned,2024-03-26,,2,luzon
ORD-0050,Patricia Lacson,PATRICIA.LACSON@YAHOO.COM,Home & Living,Electric Fan,1,1500.0,0.0,GCash,delivered,2024-03-05,2024-03-11,1,Mindanao
ORD-0457,Irene Garcia,irene.garcia@yahoo.com,Beauty,Face Wash,2,320.0,0.2,GCash,DELIVERED,2024-09-04,2024-09-07,2,Visayas
ORD-0044,Ana Pascual,ana.pascual@yahoo.com,Food & Grocery,Coffee Pack,1,85.0,0.2,DebitCard,Deliverd,2024-06-03,2024-06-09,4,Luzon
ORD-0306,Rodrigo Soriano,rodrigo.soriano@yahoo.com,Electronics,Power Bank,2,799.0,0.2,gcash,DELIVERED,2024-03-27,2024-03-30,5,VISAYAS
ORD-0423,Mark Aquino,mark.aquino@gmail.com,Clothing,Polo Shirt,4,550.0,0.2,cod,cancelled,2024-09-30,,,luzon
ORD-0160,Luz Castillo,LUZ.CASTILLO@OUTLOOK.COM,Home & Living,Electric Fan,3,1500.0,0.1,Cash on Delivery,Deliverd,2024-01-28,2024-02-01,4,Mindanao
ORD-0751,Ana Fajardo,ana.fajardo@outlook.com,Food & Grocery,Canned Goods,4,45.0,0.05,CreditCard,RETURNED,2024-04-10,,4,LUZON
ORD-0488,Arnold Padilla,arnold.padilla@outlook.com,Food & Grocery,Rice 5kg,3,250.0,0.05,debit card,Shipped,2024-10-18,2024-10-22,2,Visayas
ORD-0136,Noel Aquino,noel.aquino@outlook.com,Beauty,Face Wash,2,320.0,0.15,Cash on Delivery,CANCELLED,2024-04-29,,,LUZON
ORD-0875,Juan Castillo,juan.castillo@outlook.com,Beauty,Face Wash,4,320.0,0.1,cod,shipped,2024-05-24,2024-06-02,4,visayas
ORD-0896,Victor Torres,VICTOR.TORRES@OUTLOOK.COM,Clothing,Running Shoes,2,2500.0,0.1,gcash,Returned,2024-08-10,,5,visayas
ORD-0990,Alan Navarro,alan.navarro@yahoo.com,Food & Grocery,Instant Noodles,3,15.0,0.05,Cash on Delivery,delivered,2024-10-23,2024-10-26,4,mindanao
ORD-0002,Ben Macaraeg,ben.macaraeg@gmail.com,Clothing,Socks Pack,4,150.0,0.1,Debit Card,DELIVERED,2024-11-05,2024-11-12,1,Mindanao
ORD-0912,Tony Macaraeg,tony.macaraeg@yahoo.com,Food & Grocery,Instant Noodles,5,15.0,0.0,Debit Card,SHIPPED,2024-01-18,2024-01-21,1,luzon
ORD-0996,Tina Tolentino,tina.tolentino@gmail.com,Food & Grocery,Instant Noodles,2,15.0,0.1,COD,returned,2024-11-21,,5,VISAYAS
ORD-0940,GILBERT UY,gilbert.uy@outlook.com,Electronics,Wireless Earbuds,2,1299.0,0.0,Credit Card,Cancelled,2024-03-17,,,MINDANAO
ORD-0146,Homer Macaraeg,homer.macaraeg@yahoo.com,Beauty,Lip Tint,5,199.0,0.2,credit card,Cancelled,2024-01-18,,,Visayas
ORD-0259,Gilbert Dizon,gilbert.dizon@yahoo.com,Food & Grocery,Cooking Oil,4,120.0,,DebitCard,DELIVERED,2024-07-29,2024-08-06,1,mindanao
ORD-0389,Eddie Ramos,eddie.ramos@yahoo.com,Home & Living,Picture Frame,4,220.0,0.0,DebitCard,delivered,2024-09-01,2024-09-04,3,Mindanao
ORD-0106,Tony Fernandez,tony.fernandez@yahoo.com,Electronics,Phone Case,4,199.0,0.05,GCash,Deliverd,2024-07-13,2024-07-22,5,Mindanao
ORD-0054,Mark Medina,mark.medina@yahoo.com,Beauty,Sunscreen SPF50,1,450.0,0.0,COD,Returned,2024-10-27,,5,Mindanao
ORD-0541,Patricia Padilla,patricia.padilla@gmail.com,Electronics,Power Bank,4,23627.05,0.2,Debit Card,Canceled,2024-08-04,,,VISAYAS
ORD-0352,Patricia Manalo,patricia.manalo@gmail.com,Food & Grocery,Rice 5kg,1,250.0,0.0,DebitCard,delivered,2024-10-11,2024-10-18,4,mindanao
ORD-0117,Dennis Navarro,dennis.navarro@yahoo.com,Beauty,Face Wash,4,320.0,0.15,Credit card,shipped,2024-01-03,2024-01-09,2,Mindanao
ORD-0821,Rowena Soriano,rowena.soriano@gmail.com,Beauty,Lip Tint,1,199.0,0.1,Credit Card,delivered,2024-05-23,2024-05-27,5,Visayas
ORD-0278,Rowena Aquino,rowena.aquino@yahoo.com,Clothing,Jogger Pants,2,799.0,0.1,debit card,Shipped,2024-06-24,2024-06-30,3,MINDANAO
ORD-0386,Rachel Navarro,rachel.navarro@yahoo.com,Clothing,Polo Shirt,4,550.0,0.1,CreditCard,Cancelled,2024-07-03,,,visayas
ORD-0396,Christine Medina,christine.medina@yahoo.com,Food & Grocery,Instant Noodles,3,15.0,0.15,G-Cash,delivered,2024-12-30,2025-01-04,5,MINDANAO
ORD-0006,Patricia Villafuerte,patricia.villafuerte@outlook.com,Food & Grocery,Rice 5kg,5,10405.41,0.2,COD,Deliverd,2024-03-21,2024-03-31,1,mindanao
ORD-0709,Felix Dizon,FELIX.DIZON@GMAIL.COM,Home & Living,Picture Frame,2,,0.0,Debit Card,shipped,2024-02-21,2024-02-25,5,mindanao
ORD-0703,Kevin Mendoza,kevin.mendoza@outlook.com,Beauty,Lip Tint,4,6747.59,0.0,G-Cash,returned,2024-04-14,,4,Visayas
ORD-0700,Ricky dela Cruz,ricky.delacruz@outlook.com,Clothing,Dress,5,1200.0,0.2,CreditCard,delivered,2024-07-26,2024-08-04,5,LUZON
ORD-0115,dennis fernandez,dennis.fernandez@outlook.com,Beauty,Lip Tint,4,199.0,0.05,Credit card,Deliverd,2024-08-25,2024-08-30,3,Visayas
ORD-0603,Irene Villanueva,irene.villanueva@yahoo.com,Home & Living,Rice Cooker,5,899.0,0.0,CreditCard,Delivered,2024-01-25,2024-02-01,4,Mindanao
ORD-0478,Eddie Espiritu,EDDIE.ESPIRITU@YAHOO.COM,Food & Grocery,Cooking Oil,3,120.0,0.1,debit card,shipped,2024-08-24,2024-08-27,,Visayas
ORD-0078,Luz Macapagal,luz.macapagal@outlook.com,Electronics,Wireless Earbuds,3,1299.0,0.15,DebitCard,delivered,2024-06-11,2024-06-15,4,mindanao
ORD-0192,Sammy dela Cruz,sammy.delacruz@gmail.com,Food & Grocery,Rice 5kg,2,250.0,0.2,Gcash,shipped,2024-02-28,2024-03-09,4,Mindanao
ORD-0056,Rosa Fernandez,rosa.fernandez@outlook.com,Home & Living,Rice Cooker,2,899.0,0.1,credit card,Shipped,2024-03-13,2024-03-16,1,luzon
ORD-0849,Anna Lacson,anna.lacson@yahoo.com,Beauty,Moisturizer,1,550.0,0.05,debit card,Delivered,2024-06-04,2024-06-11,3,luzon
ORD-0950,Ana Navarro,ana.navarro@gmail.com,Food & Grocery,Canned Goods,1,45.0,,G-Cash,delivered,2024-03-12,2024-03-22,2,MINDANAO
ORD-0717,Cynthia Dela Rosa,cynthia.delarosa@outlook.com,Home & Living,Air Purifier,2,8500.0,0.2,debit card,Cancelled,2024-03-18,,,VISAYAS
ORD-0790,LISA SANTIAGO,lisa.santiago@outlook.com,Clothing,Jacket,4,1800.0,0.05,DebitCard,Returned,2024-08-25,,4,mindanao
ORD-0238,Carla Padilla,carla.padilla@gmail.com,Food & Grocery,Instant Noodles,2,15.0,0.1,Cash on Delivery,Deliverd,2024-05-30,2024-06-02,5,VISAYAS
ORD-0279,EDDIE EVANGELISTA,eddie.evangelista@outlook.com,Clothing,Jacket,4,1800.0,0.15,credit card,Deliverd,2024-10-23,2024-10-29,5,Mindanao
ORD-0739,Maria Lim,maria.lim@gmail.com,Home & Living,Rice Cooker,3,899.0,,Debit Card,Returned,2024-10-25,,4,Mindanao
ORD-0544,Sarah Dela Rosa,sarah.delarosa@yahoo.com,Electronics,Smart Watch,1,5999.0,0.15,Cash on Delivery,cancelled,2024-09-25,,,luzon
ORD-0265,Nina Villanueva,nina.villanueva@yahoo.com,Clothing,Socks Pack,5,150.0,0.05,GCash,Delivered,2024-07-29,2024-08-02,5,visayas
ORD-0915,Dante Manalo,dante.manalo@yahoo.com,Clothing,Jacket,4,1800.0,0.05,COD,Cancelled,2024-03-11,,,Visayas
ORD-0003,Homer Tan,homer.tan@outlook.com,Home & Living,Picture Frame,2,220.0,0.05,Gcash,Deliverd,2024-05-22,2024-06-01,3,Visayas
ORD-0195,cynthia dizon,cynthia.dizon@yahoo.com,Food & Grocery,Instant Noodles,5,15.0,0.15,G-Cash,returned,2024-07-08,,1,Visayas
ORD-0450,Eddie dela Cruz,eddie.delacruz@yahoo.com,Food & Grocery,Instant Noodles,4,15.0,0.15,DebitCard,Delivered,2024-03-31,2024-04-10,4,MINDANAO
ORD-0552,Rowena Santos,rowena.santos@outlook.com,Food & Grocery,Coffee Pack,2,85.0,0.05,CreditCard,DELIVERED,2024-02-03,2024-02-06,2,Visayas
ORD-0942,eddie dela cruz,eddie.delacruz@yahoo.com,Beauty,Sunscreen SPF50,2,450.0,0.15,GCash,Deliverd,2024-10-16,2024-10-19,5,LUZON
ORD-0066,christine padilla,christine.padilla@yahoo.com,Food & Grocery,Coffee Pack,5,85.0,0.2,Credit card,Deliverd,2024-07-05,2024-07-11,4,mindanao
ORD-0184,juan fernandez,juan.fernandez@outlook.com,Electronics,Phone Case,5,199.0,0.1,Cash on Delivery,shipped,2024-12-04,2024-12-07,4,Luzon
ORD-0390,Jasmine Flores,jasmine.flores@outlook.com,Clothing,Jacket,5,1800.0,0.0,G-Cash,SHIPPED,2024-10-27,2024-10-31,5,Visayas
ORD-0742,Dennis Mendoza,dennis.mendoza@gmail.com,Electronics,Laptop Stand,1,850.0,0.05,Gcash,Deliverd,2024-02-27,2024-03-04,4,MINDANAO
ORD-0461,cynthia medina,cynthia.medina@yahoo.com,Home & Living,Electric Fan,4,1500.0,0.05,debit card,delivered,2024-02-22,2024-02-29,5,Mindanao
ORD-0643,Irene Villafuerte,irene.villafuerte@gmail.com,Electronics,Power Bank,1,799.0,0.1,CreditCard,DELIVERED,2024-04-06,2024-04-12,4,Mindanao
ORD-0580,Juan Macapagal,juan.macapagal@gmail.com,Food & Grocery,Cooking Oil,4,120.0,0.1,gcash,returned,2024-06-21,,2,VISAYAS
ORD-0891,Homer Castillo,homer.castillo@yahoo.com,Beauty,Face Wash,2,11579.95,0.05,Cash on Delivery,Deliverd,2024-01-10,2024-01-17,5,VISAYAS
ORD-0998,Dennis Castillo,dennis.castillo@gmail.com,Home & Living,Bed Sheets,2,650.0,0.15,Debit Card,delivered,2024-11-26,2024-11-29,1,Luzon
ORD-0116,Lisa Cruz,lisa.cruz@yahoo.com,Beauty,Face Wash,5,320.0,0.15,debit card,DELIVERED,2024-01-23,2024-01-27,1,Mindanao
ORD-0020,Tony Aguilar,tony.aguilar@outlook.com,Food & Grocery,Canned Goods,3,45.0,0.1,DebitCard,Deliverd,2024-08-14,2024-08-24,2,Mindanao
ORD-0616,Anna Soriano,anna.soriano@yahoo.com,Clothing,Polo Shirt,3,550.0,0.1,debit card,delivered,2024-05-28,2024-06-04,1,Luzon
ORD-0684,Jasmine Corpus,jasmine.corpus@yahoo.com,Clothing,Polo Shirt,4,550.0,,Gcash,Deliverd,2024-03-05,2024-03-10,1,VISAYAS
ORD-0335,Ricky Fajardo,ricky.fajardo@gmail.com,Home & Living,Air Purifier,3,8500.0,,gcash,Shipped,2024-11-12,2024-11-18,1,visayas
ORD-0244,Sheila Uy,sheila.uy@gmail.com,Food & Grocery,Instant Noodles,4,15.0,0.1,Cash on Delivery,RETURNED,2024-11-15,,3,MINDANAO
ORD-0787,rachel espiritu,rachel.espiritu@yahoo.com,Food & Grocery,Coffee Pack,1,85.0,0.05,gcash,Delivered,2024-04-30,2024-05-08,5,MINDANAO
ORD-0847,Anna Dela Rosa,anna.delarosa@yahoo.com,Home & Living,Bed Sheets,5,650.0,0.05,Gcash,Deliverd,2024-12-15,2024-12-19,4,Mindanao
ORD-0888,Sammy Reyes,sammy.reyes@outlook.com,Beauty,Serum,3,780.0,0.05,Debit Card,Deliverd,2024-10-20,2024-10-24,2,Luzon
ORD-0606,Ricky dela Cruz,ricky.delacruz@yahoo.com,Clothing,Dress,3,1200.0,,Debit Card,Delivered,2024-11-22,2024-11-26,1,Visayas
ORD-0212,Gilbert Ocampo,gilbert.ocampo@outlook.com,Food & Grocery,Cooking Oil,5,,0.1,Credit Card,CANCELLED,2024-07-06,,,Visayas
ORD-0865,rachel flores,rachel.flores@gmail.com,Food & Grocery,Instant Noodles,1,15.0,0.05,credit card,DELIVERED,2024-07-26,2024-07-29,4,mindanao
ORD-0162,Rachel Ramos,rachel.ramos@gmail.com,Beauty,Moisturizer,4,550.0,,CreditCard,DELIVERED,2024-09-28,2024-10-04,1,MINDANAO
ORD-0299,Tony Domingo,tony.domingo@gmail.com,Electronics,Bluetooth Speaker,5,3200.0,0.2,Gcash,Deliverd,2024-08-05,2024-08-11,5,luzon
ORD-0602,TINA VILLANUEVA,tina.villanueva@outlook.com,Food & Grocery,Canned Goods,5,45.0,0.2,Cash on Delivery,Deliverd,2024-04-11,2024-04-18,4,Visayas
ORD-0734,Rowena Tolentino,rowena.tolentino@gmail.com,Food & Grocery,Instant Noodles,3,15.0,0.1,credit card,Delivered,2024-04-04,2024-04-10,3,visayas
ORD-0176,Alan Dela Rosa,alan.delarosa@outlook.com,Clothing,Jacket,5,,0.0,DebitCard,SHIPPED,2024-09-30,2024-10-07,4,Mindanao
ORD-0677,NINA CORPUS,nina.corpus@gmail.com,Clothing,Dress,5,1200.0,0.05,COD,Delivered,2024-03-24,2024-03-27,3,Luzon
ORD-0626,Mia Fajardo,mia.fajardo@gmail.com,Clothing,Running Shoes,3,2500.0,0.1,debit card,Canceled,2024-03-19,,,visayas
ORD-0769,Sheila Fajardo,sheila.fajardo@outlook.com,Home & Living,Electric Fan,5,1500.0,0.2,Credit Card,delivered,2024-07-05,2024-07-14,1,Luzon
ORD-0101,marco lacson,marco.lacson@outlook.com,Electronics,Phone Case,4,199.0,0.0,Credit card,DELIVERED,2024-06-04,2024-06-07,2,Mindanao
ORD-0835,Lena Reyes,LENA.REYES@YAHOO.COM,Food & Grocery,Rice 5kg,5,250.0,0.1,CreditCard,delivered,2024-07-10,2024-07-18,,Visayas
ORD-0007,Rodrigo Castillo,rodrigo.castillo@outlook.com,Food & Grocery,Canned Goods,2,45.0,0.2,gcash,Cancelled,2024-02-27,,,Visayas
ORD-0814,Jenny Padilla,jenny.padilla@outlook.com,Clothing,Polo Shirt,2,550.0,0.0,Credit Card,Delivered,2024-12-20,2024-12-29,4,Luzon
ORD-0034,Rosa Villanueva,rosa.villanueva@gmail.com,Electronics,Bluetooth Speaker,2,3200.0,0.0,debit card,delivered,2024-05-27,2024-06-03,,luzon
ORD-0475,Jose Tolentino,jose.tolentino@outlook.com,Beauty,Serum,3,,0.15,Credit card,DELIVERED,2024-11-15,2024-11-20,3,luzon
ORD-0239,arnold gutierrez,arnold.gutierrez@outlook.com,Food & Grocery,Coffee Pack,4,85.0,0.05,Credit card,DELIVERED,2024-06-14,2024-06-19,1,mindanao
ORD-0209,Lisa Manalo,lisa.manalo@gmail.com,Home & Living,Bed Sheets,5,650.0,,COD,DELIVERED,2024-11-30,2024-12-07,3,visayas
ORD-0687,Ramon Navarro,ramon.navarro@yahoo.com,Clothing,Dress,1,1200.0,0.1,Cash on Delivery,Delivered,2024-09-04,2024-09-10,2,MINDANAO
ORD-0961,ANNA UY,anna.uy@gmail.com,Home & Living,Picture Frame,5,220.0,0.05,Cash on Delivery,DELIVERED,2024-01-28,2024-02-04,4,VISAYAS
ORD-0158,Rowena Evangelista,rowena.evangelista@yahoo.com,Beauty,Sunscreen SPF50,3,450.0,0.1,COD,delivered,2024-01-30,2024-02-08,3,Mindanao
ORD-0763,Noel Ramos,noel.ramos@gmail.com,Clothing,Socks Pack,5,150.0,0.05,Gcash,delivered,2024-11-26,2024-11-29,3,luzon
ORD-0123,Ramon Aguilar,ramon.aguilar@outlook.com,Clothing,Polo Shirt,2,550.0,0.15,cod,shipped,2024-08-19,2024-08-23,1,mindanao
ORD-0503,Ben Macapagal,ben.macapagal@outlook.com,Food & Grocery,Instant Noodles,5,15.0,0.2,Cash on Delivery,DELIVERED,2024-05-04,2024-05-12,2,Visayas
ORD-0164,ARNOLD AQUINO,arnold.aquino@outlook.com,Home & Living,Rice Cooker,4,899.0,0.2,GCash,Delivered,2024-12-19,2024-12-23,4,LUZON
ORD-0550,Dennis Corpus,dennis.corpus@gmail.com,Food & Grocery,Rice 5kg,3,250.0,0.1,Debit Card,shipped,2024-08-25,2024-09-01,4,luzon
ORD-0581,Mark Soriano,mark.soriano@yahoo.com,Electronics,Smart Watch,2,5999.0,0.0,COD,DELIVERED,2024-08-19,2024-08-28,5,LUZON
ORD-0083,Gina Gutierrez,gina.gutierrez@outlook.com,Electronics,Phone Case,4,199.0,0.15,GCash,Shipped,2024-05-15,2024-05-23,4,Visayas
ORD-0931,Homer Manalo,homer.manalo@gmail.com,Electronics,Wireless Earbuds,4,1299.0,,credit card,Canceled,2024-04-03,,,LUZON
ORD-0745,Mark Mendoza,mark.mendoza@yahoo.com,Food & Grocery,Rice 5kg,4,250.0,0.15,Debit Card,Returned,2024-02-28,,5,mindanao
ORD-0182,Eleanor Lacson,ELEANOR.LACSON@YAHOO.COM,Clothing,Jogger Pants,5,799.0,0.2,Gcash,Deliverd,2024-02-23,2024-02-29,5,mindanao
ORD-0951,Eleanor Macapagal,ELEANOR.MACAPAGAL@OUTLOOK.COM,Electronics,Smart Watch,3,5999.0,0.0,debit card,Deliverd,2024-05-05,2024-05-08,,MINDANAO
ORD-0595,victor medina,victor.medina@outlook.com,Home & Living,Picture Frame,2,220.0,0.0,debit card,Shipped,2024-03-28,2024-03-31,5,Mindanao
ORD-0197,Rachel Medina,rachel.medina@yahoo.com,Home & Living,Air Purifier,5,8500.0,0.1,Debit Card,SHIPPED,2024-10-12,2024-10-22,2,mindanao
ORD-0486,Jenny Manalo,JENNY.MANALO@GMAIL.COM,Home & Living,Rice Cooker,1,899.0,0.1,Gcash,Delivered,2024-12-23,2025-01-02,4,MINDANAO
ORD-0016,Victor Reyes,victor.reyes@gmail.com,Electronics,Phone Case,3,199.0,0.0,credit card,DELIVERED,2024-10-13,2024-10-22,5,Luzon
